Date/Time,Address,Location,Call Type,Description,Incident Number,Duration
10/6/15 0:45,700 BLK 12 AVE W,West Fargo,Loud Party/People,LOUD PARTY,2015-00018054,0:14:27
10/5/15 23:37,400 BLK 2 AVE N,Fargo,Loud Party/People,LOUD PEOPLE ON FIRE ESCAPE,2015-00070561,0:12:03
10/5/15 22:07,2300 BLK 55 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00070552,1:16:26
10/4/15 2:54,400 BLK SANTA CRUZ DR S,Fargo,Loud Party/People,LOUD PARTY,2015-00070135,1:08:21
10/4/15 2:17,1400 BLK ALBRECHT BLVD N,Fargo,Loud Party/People,LOUD PARTY,2015-00008103,0:25:41
10/4/15 1:51,1000 BLK 28 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00028757,0:21:29
10/4/15 1:48,1600 BLK 33 AVE S,Fargo,Loud Party/People,LARGE GROUP AND SMELL MJ,2015-00070118,1:12:04
10/4/15 1:25,1000 BLK 12 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00070109,0:28:19
10/4/15 0:32,1800 BLK 7 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00070096,0:33:16
10/3/15 23:53,1100 BLK UNIVERSITY DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00070080,0:28:46
10/3/15 23:50,1000 BLK GIBRALTOR AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00070098,1:26:44
10/3/15 23:19,100 BLK PRAIRIEWOOD DR S,Fargo,Loud Party/People,STOMPING NOISE,2015-00070065,0:25:16
10/3/15 20:33,800 BLK 7 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00028717,0:22:22
10/3/15 16:43,1700 BLK 6 ST S,Moorhead,Loud Party/People,LOUD PARTY/POSS SCANNER,2015-00028699,0:34:42
10/3/15 13:09,800 BLK 4 AVE S,Moorhead,Loud Party/People,LOUD PPL,,0:25:39
10/2/15 22:38,1000 BLK GIBRALTOR AVE N,Fargo,Loud Party/People,MUSIC AND PPL COMING AND GOING,2015-00069839,1:08:20
10/2/15 3:42,1100 BLK 11 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00069647,0:22:40
10/1/15 21:11,700 BLK 21 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00069579,1:33:04
10/1/15 1:25,1100 BLK COLLEGE ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00069358,1:07:56
9/29/15 23:59,0 BLK 4 ST N,Fargo,Loud Party/People,LOUD PARTY\\REMOVE UNWANTED GUESTS,2015-00069080,0:19:05
9/29/15 21:57,1800 BLK 2 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00069063,1:23:05
9/29/15 8:18,1600 BLK EAST GATEWAY CIR S,Fargo,Loud Party/People,LOUD PEOPLE IN APT 206,2015-00068879,0:50:35
9/28/15 5:17,3100 BLK 5 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00028047,0:26:13
9/28/15 0:18,1000 BLK 32 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00028034,0:37:06
9/27/15 22:53,2700 BLK 36 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00028025,0:45:50
9/27/15 22:39,700 BLK 10 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00068557,1:17:57
9/27/15 21:55,200 BLK 11 ST N,Moorhead,Loud Party/People,LOUD PARTY,2015-00028026,1:31:17
9/27/15 20:32,700 BLK 10 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00068516,0:22:15
9/27/15 20:01,4900 BLK 47 ST S,Fargo,Loud Party/People,LOUD MUSIC,2015-00068509,0:23:05
9/27/15 3:17,2300 BLK 15 ST S,Fargo,Loud Party/People,LOUD PARTY IN AREA,2015-00068389,0:51:55
9/27/15 3:12,2900 BLK 7 AVE N,Fargo,Loud Party/People,LOUD PEOPLE,2015-00068388,0:22:16
9/27/15 3:10,1300 BLK 17 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00068390,2:31:05
9/27/15 2:18,1400 BLK RIVER ST,West Fargo,Loud Party/People,LOUD PARTY,2015-00017417,0:28:57
9/27/15 1:22,3000 BLK 7 ST W,West Fargo,Loud Party/People,LOUD PARTY,Multiple incidents,1:03:17
9/27/15 0:52,5600 BLK 33 AVE S,Fargo,Loud Party/People,LOUD 1056 PEOPLE,2015-00068350,0:30:19
9/26/15 23:41,5400 BLK 33 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00068322,0:29:51
9/26/15 23:33,3500 BLK 28 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00068316,0:33:12
9/26/15 23:15,3000 BLK 7 ST W,West Fargo,Loud Party/People,LOUD PARTY,2015-00017393,0:22:05
9/26/15 17:46,3800 BLK 21 ST S,Fargo,Loud Party/People,LOUD MUSIC,2015-00068217,0:29:44
9/26/15 3:07,2000 BLK 49 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00068092,1:07:14
9/26/15 2:41,3500 BLK 30 AVE S,Fargo,Loud Party/People,LOUD 1056 PPL,2015-00068089,0:46:44
9/26/15 2:26,5900 BLK CO RD 31 N,Fargo,Loud Party/People,CHECK ON PARTY,2015-00013692,0:53:01
9/26/15 1:12,2100 BLK 9 AVE S,Fargo,Loud Party/People,LOUD PEOPLE FRONT YARD,2015-00068065,0:27:03
9/26/15 1:03,2900 BLK BLUESTEM DR,West Fargo,Loud Party/People,LOUD PARTY,2015-00017334,0:29:17
9/26/15 0:34,3300 BLK 31 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00068050,0:24:52
9/25/15 23:14,2200 BLK 4 AVE S,Moorhead,Loud Party/People,LOUD MUSIC & KIDS,2015-00027821,1:45:36
9/25/15 22:42,4900 BLK 47 ST S,Fargo,Loud Party/People,LOUD MUSIC,2015-00068010,0:35:05
9/25/15 6:09,1600 BLK 5 AVE S,Fargo,Loud Party/People,PARTY IN ALLEY,2015-00067818,1:23:32
9/25/15 5:05,3600 BLK 42 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00067815,0:25:12
9/25/15 2:28,1300 BLK BROADWAY N,Fargo,Loud Party/People,LOUD PEOPLE,2015-00067802,0:33:55
9/25/15 0:22,1400 BLK 9 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00067776,0:12:40
9/24/15 23:23,2400 BLK 65 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00067768,0:48:36
9/24/15 22:29,800 BLK 34 AVE E,West Fargo,Loud Party/People,LOUD PARTY,2015-00017246,0:35:24
9/24/15 17:43,1300 BLK 36 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00027660,0:34:04
9/23/15 22:20,1800 BLK 16 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00067537,0:33:12
9/23/15 21:09,2500 BLK 55 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00067534,0:38:56
9/23/15 0:17,1400 BLK EAST GATEWAY CIR S,Fargo,Loud Party/People,LOUD PARTY,2015-00067307,0:29:51
9/21/15 21:22,1800 BLK MAIN AVE E,West Fargo,Loud Party/People,LOUD PARTY,2015-00017011,0:23:42
9/20/15 15:42,800 BLK 34 AVE E,West Fargo,Loud Party/People,LOUD PARTY/PEOPLE,2015-00016914,0:19:48
9/20/15 2:43,5500 BLK 59 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00066602,2:02:49
9/20/15 1:12,3300 BLK 42 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00066571,0:52:53
9/20/15 0:36,700 BLK 7 ST N,Fargo,Loud Party/People,LOUD PARTY,,0:08:38
9/20/15 0:20,4400 BLK 9 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00066599,3:53:45
9/20/15 0:05,700 BLK 7 ST N,Fargo,Loud Party/People,LARGE LOUD PARTY,2015-00066546,0:40:12
9/19/15 23:38,1000 BLK 17 ST N,Fargo,Loud Party/People,LOUD PARTY,,0:55:08
9/19/15 23:31,1500 BLK 10 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00066534,0:41:03
9/19/15 22:45,11 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00066558,2:13:47
9/19/15 22:36,1000 BLK 16 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00066524,1:11:24
9/19/15 22:13,800 BLK 4 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00027103,0:08:42
9/19/15 21:28,800 BLK 9 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00066503,0:31:40
9/19/15 21:10,3400 BLK 18 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00027098,0:31:37
9/19/15 20:49,1200 BLK 11 1/2 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00066522,2:52:24
9/19/15 20:04,900 BLK 8 ST N,Fargo,Loud Party/People,LOUD MUSIC,2015-00066498,1:53:46
9/19/15 3:53,700 BLK 10 ST N,Fargo,Loud Party/People,LOUD PARTY IN GARAGE,2015-00066325,0:30:05
9/19/15 3:51,800 BLK 34 AVE E,West Fargo,Loud Party/People,LOUD PARTY,2015-00016835,0:13:21
9/19/15 3:34,2200 BLK 11 AVE S,Fargo,Loud Party/People,LOUD PEOPLE IN HALLWAY,2015-00066329,1:06:56
9/19/15 2:32,3400 BLK 18 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00027021,0:39:29
9/19/15 2:19,1800 BLK 7 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00066330,2:28:52
9/19/15 0:39,100 BLK ROBERTS ST N,Fargo,Loud Party/People,LOUD PARTY/MJ ODOR,2015-00066281,0:26:43
9/19/15 0:14,700 BLK 20 ST S,Fargo,Loud Party/People,LOUD PARTY /PARKING COMPLAINT,2015-00066275,1:21:51
9/19/15 0:08,11 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00066265,0:10:38
9/19/15 0:02,1900 BLK DAKOTA DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00066266,0:36:30
9/18/15 23:54,1100 BLK 2 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00027001,0:17:56
9/18/15 23:33,500 BLK 6 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00026999,0:12:10
9/18/15 22:43,1400 BLK 12 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00066237,0:24:31
9/18/15 22:40,700 BLK OAK ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00066240,0:54:28
9/18/15 22:38,2600 BLK PACIFIC DR S,Fargo,Loud Party/People,LOUD PARTY,2015-00066244,0:55:39
9/18/15 22:21,800 BLK 36 AVE E,West Fargo,Loud Party/People,LOUD PARTY,2015-00016809,0:42:15
9/18/15 2:33,900 BLK 6 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00066041,0:33:23
9/17/15 20:38,5200 BLK 28 AVE S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00065969,1:09:29
9/16/15 21:34,1100 BLK 12 ST S,Moorhead,Loud Party/People,LOUD PARTY\\MUILTIPLE CALLS,2015-00026764,0:28:28
9/16/15 4:47,400 BLK 2 AVE N,Fargo,Loud Party/People,LOUD PEOPLE,2015-00065558,0:20:38
9/15/15 22:29,1500 BLK 32 AVE S,Fargo,Loud Party/People,LOUD MUSIC/BASS,2015-00065469,0:05:31
9/15/15 21:14,3300 BLK 18 ST S,Fargo,Loud Party/People,LOUD MUSIC/BASS,,0:26:33
9/14/15 21:42,1100 BLK 12 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00026515,0:19:50
9/14/15 0:19,3400 BLK 32 ST S,Fargo,Loud Party/People,LOUD TALKING,2015-00064916,0:16:43
9/14/15 0:04,1300 BLK 28 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00026376,0:23:56
9/14/15 0:03,1000 BLK 18 ST S,Moorhead,Loud Party/People,LOUD PARTY\\BBQ,2015-00026377,0:28:27
9/13/15 2:55,500 BLK 32 AVE S,Moorhead,Loud Party/People,PARTY,2015-00026303,0:16:19
9/13/15 2:54,1000 BLK 8 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00064748,0:33:23
9/13/15 2:24,200 BLK 16 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00026300,0:21:06
9/13/15 2:07,1200 BLK 11 1/2 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00064739,0:34:15
9/13/15 2:01,1000 BLK 15 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00064744,0:48:29
9/13/15 1:04,1500 BLK 10 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00064713,0:29:30
9/13/15 0:38,7 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00064705,0:26:03
9/12/15 23:45,700 BLK OAK ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00064685,0:34:42
9/12/15 23:31,1600 BLK UNIVERSITY DR N,Fargo,Loud Party/People,LOUD PARTY\\FIREWORKS,2015-00064671,0:33:24
9/12/15 23:11,1500 BLK 11 ST N,Fargo,Loud Party/People,PARTY,2015-00064659,0:24:19
9/12/15 23:07,1400 BLK DAKOTA DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00064657,0:29:43
9/12/15 22:52,1100 BLK 7 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00064681,1:29:55
9/12/15 22:50,2900 BLK DAKOTA PARK CIR S,Fargo,Loud Party/People,LOUD PARY,2015-00064653,0:51:46
9/12/15 22:46,1500 BLK 11 ST N,Fargo,Loud Party/People,LOUD PARTY,,0:43:28
9/12/15 22:32,1100 BLK 11 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00064641,0:43:16
9/12/15 21:29,1 ST N,Fargo,Loud Party/People,LOUD MUSIC/POSS PARTY,2015-00064630,1:01:34
9/12/15 20:50,0 BLK PRAIRIEWOOD DR S,Fargo,Loud Party/People,LOUD BASS / LOUD PARTY,2015-00064616,0:27:22
9/12/15 18:39,800 BLK COUNTRYSIDE TRAILER CT S,Fargo,Loud Party/People,LOUD PARTY,2015-00064585,0:21:07
9/12/15 2:33,2600 BLK 14 ST S,Fargo,Loud Party/People,PARTY,Multiple incidents,1:25:08
9/12/15 2:02,1400 BLK 11 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00064445,2:04:15
9/12/15 1:17,900 BLK 17 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00064411,0:42:13
9/12/15 0:13,1000 BLK UNIVERSITY DR N,Fargo,Loud Party/People,PARTY,2015-00064364,0:12:34
9/11/15 23:39,1000 BLK UNIVERSITY DR N,Fargo,Loud Party/People,1056 PEOPLE,2015-00064356,0:20:16
9/11/15 22:55,1000 BLK 12 ST N,Fargo,Loud Party/People,LOUD PARTY,,0:31:43
9/11/15 22:46,1200 BLK 11 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00064346,1:24:08
9/11/15 22:16,600 BLK HACKBERRY DR S,Fargo,Loud Party/People,LOUD ROCK BAND / HOLD,,0:09:53
9/11/15 19:58,1600 BLK 2 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00064302,0:57:15
9/10/15 23:19,400 BLK 2 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00064061,0:11:07
9/10/15 21:08,1400 BLK 5 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00026050,0:31:35
9/10/15 20:47,OAKPORT ST N,Moorhead,Loud Party/People,LOUD MUSIC/BAND IN AREA,2015-00026049,0:22:01
9/10/15 5:37,1400 BLK DAKOTA DR N,Fargo,Loud Party/People,LOUD PARTY/MUSIC,2015-00063843,0:10:38
9/10/15 2:44,1000 BLK 12 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00063832,0:26:28
9/8/15 23:54,1300 BLK 19 1/2 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00025811,0:36:05
9/8/15 22:34,1100 BLK 35 ST N,Fargo,Loud Party/People,LOUD PEOPLE,2015-00063521,1:07:17
9/8/15 1:25,800 BLK 42 ST S,Fargo,Loud Party/People,1056,2015-00063291,0:41:59
9/7/15 22:31,4900 BLK 51 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00063240,1:00:28
9/7/15 21:42,2400 BLK 33 AVE S,Fargo,Loud Party/People,LOUD GROUP OF PEOPLE,2015-00063237,0:36:30
9/7/15 1:36,800 BLK 42 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00063064,0:20:15
9/7/15 0:44,200 BLK 6 AVE S,Casselton,Loud Party/People,UNKN 1056,2015-00012619,1:34:40
9/7/15 0:25,1300 BLK 12 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00063042,0:27:50
9/6/15 2:27,1200 BLK 11 ST N,Moorhead,Loud Party/People,LOUD PARTY,2015-00025483,0:33:36
9/6/15 0:45,1900 BLK UNIVERSITY DR N,Fargo,Loud Party/People,1056,2015-00062817,0:23:29
9/5/15 23:35,1400 BLK 13 AVE S,Fargo,Loud Party/People,LOUD MUSIC,2015-00062791,0:39:28
9/5/15 22:39,1700 BLK 10 ST N,Fargo,Loud Party/People,PARTY,2015-00007049,0:33:57
9/5/15 20:21,400 BLK 11 ST N,Fargo,Loud Party/People,LOUD M,2015-00062742,0:34:51
9/5/15 15:04,1700 BLK 40 ST S,Fargo,Loud Party/People,LOUD MUSIC,2015-00062688,0:22:31
9/5/15 2:36,900 BLK 18 1/2 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00025385,1:32:36
9/5/15 2:25,3600 BLK 42 ST S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00062586,0:39:53
9/5/15 2:23,700 BLK 29 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00062587,0:35:04
9/5/15 0:24,1000 BLK WESTPORT PKWY,West Fargo,Loud Party/People,LOUD PARTY,2015-00015698,0:21:11
9/4/15 23:45,1300 BLK 34 AVE S,Moorhead,Loud Party/People,LOUD PPL,2015-00025361,0:30:37
9/4/15 22:23,5800 BLK 55 AVE S,Fargo,Loud Party/People,1056,2015-00062520,0:38:56
9/4/15 22:17,1400 BLK 12 AVE N,Fargo,Loud Party/People,1056,2015-00062525,1:06:08
9/4/15 22:10,800 BLK 34 AVE E,West Fargo,Loud Party/People,LOUD PPL,2015-00015679,0:33:22
9/3/15 23:40,1000 BLK UNIVERSITY DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00062270,0:30:14
9/3/15 19:55,400 BLK 14 ST N,Moorhead,Loud Party/People,LOUD MUSIC AND PEOPLE,2015-00025180,0:17:21
9/3/15 2:25,4600 BLK 33 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00062018,1:08:33
9/2/15 22:31,4900 BLK 47 ST S,Fargo,Loud Party/People,LOUD PARTY/MUSIC,2015-00061956,0:20:25
9/2/15 0:13,2000 BLK 21 AVE S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00061684,0:37:57
12/31/15 23:19,1800 BLK 20 ST S,Moorhead,Loud Party/People,LOUD PPL,2015-00038084,0:24:41
12/31/15 22:49,1400 BLK 8 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00090900,0:32:20
12/31/15 22:24,1600 BLK 41 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00090906,1:20:27
12/31/15 20:05,2600 BLK 15 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00090867,0:34:11
12/31/15 2:51,4300 BLK 9 AVE S,Fargo,Loud Party/People,LOUD PEOPLE TALKING,2015-00090701,0:24:54
12/30/15 23:47,100 BLK 2 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00090665,0:16:24
12/30/15 3:13,1000 BLK MONTE CARLO DR N,Fargo,Loud Party/People,LOUD MUSIC/POSS,2015-00090501,0:17:20
12/30/15 1:50,2400 BLK 20 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00090493,0:25:06
12/27/15 7:29,3600 BLK 42 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00089870,1:19:46
12/26/15 1:43,5000 BLK 28 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00089666,0:37:31
12/26/15 0:04,2600 BLK PACIFIC DR S,Fargo,Loud Party/People,LOUD PARTY,2015-00089655,0:25:51
12/25/15 23:10,1400 BLK WEST GATEWAY CIR S,Fargo,Loud Party/People,LOUD PARTY,2015-00089652,1:26:09
12/25/15 20:35,5300 BLK AMBER VALLEY PKWY S,Fargo,Loud Party/People,LOUD PARTY,2015-00089635,0:16:09
12/25/15 1:15,3500 BLK 42 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00089567,0:22:38
12/24/15 23:25,800 BLK 24 AVE S,Moorhead,Loud Party/People,LOUD MUSIC,2015-00037485,0:12:55
12/24/15 22:53,1000 BLK 18 1/2 ST S,Moorhead,Loud Party/People,LOUD MUSIC/PPL,2015-00037481,0:25:55
12/23/15 21:13,1000 BLK 42 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00089361,0:17:28
12/23/15 19:39,100 BLK 2 ST S,Fargo,Loud Party/People,DOMESTIC,2015-00089347,0:33:31
12/20/15 22:11,5200 BLK 21 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00088682,0:22:20
12/20/15 19:52,2700 BLK 36 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00088660,0:54:19
12/20/15 3:37,100 BLK 8 ST N,Fargo,Loud Party/People,LOUD PARTY,,0:48:04
12/20/15 2:06,4200 BLK 33 AVE S,Fargo,Loud Party/People,UNKN DISTURBANCE,2015-00088565,0:21:06
12/20/15 0:36,2500 BLK COUNTRY CLUB PKWY,Moorhead,Loud Party/People,LOUD PARTY,2015-00037012,0:16:33
12/19/15 23:11,1300 BLK 11 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00037009,1:05:49
12/19/15 3:33,2600 BLK 14 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00088385,2:07:26
12/19/15 2:21,800 BLK 2 AVE S,Moorhead,Loud Party/People,ONGOING PROBLEM,2015-00036938,0:37:13
12/19/15 1:50,2200 BLK 33 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00088358,0:21:33
12/18/15 22:11,1300 BLK 32 STREET CIR S,Moorhead,Loud Party/People,LOUD PARTY,2015-00036921,0:55:28
12/18/15 4:22,1700 BLK 40 ST S,Fargo,Loud Party/People,LOUD MUSIC,2015-00088152,0:35:01
12/18/15 0:35,1100 BLK 2 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00036823,2:58:29
12/17/15 23:29,2700 BLK 47 ST S,Fargo,Loud Party/People,LOUD NOISE,2015-00088115,0:47:23
12/16/15 23:14,2400 BLK 20 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00087895,0:59:16
12/16/15 2:22,2400 BLK 30 1/2 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00087709,0:36:50
12/15/15 20:52,800 BLK 2 AVE N,Moorhead,Loud Party/People,LOUD PARTY,,1:34:53
12/13/15 4:00,3600 BLK 42 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00087017,0:43:44
12/13/15 3:18,700 BLK 4 ST S,Moorhead,Loud Party/People,POSS MINORS 1056,2015-00036284,0:15:14
12/13/15 1:52,5400 BLK 26 ST S,Fargo,Loud Party/People,PARTY,2015-00086989,0:40:35
12/13/15 1:13,800 BLK 34 AVE E,West Fargo,Loud Party/People,LOUD PARTY,2015-00022443,0:21:08
12/13/15 0:13,1000 BLK UNIVERSITY DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00086960,0:39:07
12/12/15 23:54,6200 BLK 200 AVE N,Georgetown,Loud Party/People,PARTY WITH MINORS,2015-00010634,1:32:39
12/12/15 23:17,800 BLK 1 ST,West Fargo,Loud Party/People,LOUD PARTY,2015-00022435,0:19:00
12/12/15 23:01,2800 BLK 22 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00086921,0:36:10
12/12/15 22:57,2900 BLK BLUESTEM DR,West Fargo,Loud Party/People,LOUD MUSIC/PARTY,2015-00022433,0:22:20
12/12/15 22:19,5100 BLK AMBER VALLEY PKWY S,Fargo,Loud Party/People,LOUD PARTY,2015-00086913,0:35:53
12/12/15 21:09,900 BLK UNIVERSITY DR N,Fargo,Loud Party/People,PARTY,2015-00086915,1:59:15
12/12/15 2:10,400 BLK 7 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00036195,0:57:37
12/12/15 1:12,3100 BLK 32 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00086727,0:30:44
12/12/15 0:24,900 BLK 11 AVE N,Fargo,Loud Party/People,LOUD PARTY,Multiple incidents,0:32:13
12/12/15 0:08,1100 BLK COLLEGE ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00086705,0:37:26
12/11/15 23:50,1600 BLK ASH PL,West Fargo,Loud Party/People,LOUD PARTY,,0:10:56
12/11/15 23:33,1600 BLK 51 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00086694,0:56:48
12/11/15 22:01,2500 BLK VILLA DR S,Fargo,Loud Party/People,LOUD PARTY,2015-00086684,1:27:59
12/11/15 3:25,4300 BLK 9 AVE S,Fargo,Loud Party/People,LOUD PEOPLE,,0:07:09
12/10/15 22:54,1900 BLK DAKOTA DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00086420,1:00:40
12/10/15 4:12,800 BLK 2 AVE N,Moorhead,Loud Party/People,LOUD MUSIC,2015-00035960,0:36:26
12/10/15 3:42,2 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00086236,0:10:42
12/10/15 2:49,400 BLK 4 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00086233,0:25:28
12/9/15 23:22,4300 BLK 9 AVE S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00086168,0:36:08
12/9/15 23:04,2500 BLK 15 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00086167,0:59:33
12/9/15 22:56,900 BLK 9 ST W,West Fargo,Loud Party/People,LOUD PEOPLE,2015-00022262,0:18:57
12/9/15 0:21,500 BLK 10 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00085914,0:23:16
12/8/15 19:57,400 BLK 30 AVE N,Fargo,Loud Party/People,1021,2015-00085874,1:11:41
12/8/15 5:55,700 BLK 10 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00085707,0:17:37
12/8/15 0:19,1400 BLK 33 ST S,Fargo,Loud Party/People,LOUD PPL,2015-00085669,0:30:52
12/7/15 18:23,3200 BLK 18 ST S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00085598,0:25:18
12/7/15 1:15,1400 BLK 12 ST N,Fargo,Loud Party/People,LOUD PEOPLE,2015-00085449,0:20:29
12/7/15 0:05,800 BLK 2 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00035655,0:28:18
12/6/15 4:21,800 BLK 34 AVE E,West Fargo,Loud Party/People,LOUD PARTY,2015-00022012,0:25:00
12/6/15 2:06,3500 BLK 28 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00085286,0:56:32
12/6/15 1:21,1100 BLK 14 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00085284,1:23:03
12/6/15 0:51,1900 BLK DAKOTA DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00085277,1:34:44
12/6/15 0:49,800 BLK 41 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00035577,0:23:54
12/6/15 0:17,1000 BLK 17 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00085258,1:03:50
12/6/15 0:00,1100 BLK 18 1/2 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00035575,0:17:57
12/5/15 23:36,900 BLK 17 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00085247,0:41:21
12/5/15 23:31,1500 BLK 4 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00035574,1:49:59
